OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,CollegeAndUniCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
Polygon College,Purbanchal University,977-1-4228452,info@polygon.edu.np,http://www.polygon.edu.np/,Babarmahal       ,Kathmandu,Bagmati," Polygon College Babarmahal, Kathmandu",MA in Mass Communication and Journalism,http://edusanjal.com/college/polygon-college,Private,,,,,
Deep Jyoti Nursing Campus,CTEVT,082-560047,,,Ghorahi       ,Dang-Deukhuri,Rapti,Ghorahi  Dang-Deukhuri   Rapti,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/deep-jyoti-nursing-campus,Private,,,,,
Bheri Nursing College,"CTEVT,Purbanchal University",977-81-527952,aruinshah11@gmail.com,http://bherinursingcollege.com/,"Belaspur, Nepalgunj       ",Banke,Bheri,"Belaspur, Nepalgunj  Banke   Bheri","PCL Nursing ; 40; ; 396360;,Post Basic Bachelor in Nursing (PBBN) ; 40;,Bachelor of Science (B.Sc) in Nursing ; 20;",http://edusanjal.com/college/bheri-nursing-college,Private,,,,,
Oasis Medical College,"CTEVT,Purbanchal University",977-56-530577,,,Bharatpur       ,Chitwan,Narayani," Oasis Medical College Bharatpur, Chitwan","PCL Nursing ; 40;,Bachelor of Public Health (BPH),Bachelor of Science (B.Sc) in Nursing,Post Basic Bachelor in Nursing (PBBN)",http://edusanjal.com/college/oasis-medical-college,Private,,,,,
Global College International,"Cambridge University,Shinawatra University (Thailand)",01-4254866,info@gci.edu.np,http://gci.edu.np/,"Kamaladi, Ganeshthan       ",Kathmandu,Bagmati,"Kamaladi, Ganeshthan  Kathmandu   Bagmati","GCE A level Non-Science,GCE A level- Science,Master of Business Administration (MBA)",http://edusanjal.com/college/global-college-international,Private,,,,,
DAV Sushil Kedia Vishwa Bharati Higher Secondary School,CBSE,977-1-5536626,dav@wlink.com.np,http://www.davnepal.com/,Jwalakhel       ,Lalitpur,Bagmati," DAV Sushil Kedia Vishwa Bharati Higher Secondary School Jwalakhel, Lalitpur Post Box No: 929","XI Commerce,XI Science",http://edusanjal.com/college/dav-sushil-kedia-vishwa-bharati-higher-secondary-school,Private,,,,,
College of Applied Sciences,Tribhuvan University,"977-1-4102687,6211842",nepalcas@yahoo.com,http://www.casnepal.edu.np/,Anamnagar       ,Kathmandu,Bagmati," College of Applied Sciences – Nepal Anamnagar -32, Rudramati Magra, House No. 717","Bachelor of Science (B.Sc) in Environmental Science,M.Sc in Environmental Science",http://edusanjal.com/college/college-applied-sciences,Private,,,,,
Alok Vidyashram,CBSE,"977-1-6219909, 2080441, 4470608",alokvidyashram@gmail.com,http://www.alokvidyashram.edu.np/,Gaushala       ,Kathmandu,Bagmati," Alok Vidyashram Murari Bhavan, Gaushala, Kathmandu, Nepal P.O.Box: 806","XI Commerce,XI Science",http://edusanjal.com/college/alok-vidyashram,Private,,,,,
Nepal Mega College,Tribhuvan University,"977-1-4252488, 4239450",info@nepalmegacollege.com,http://www.nepalmegacollege.edu.np/,Babarmahal       ,Kathmandu,Bagmati,". Nepal Mega College GPO Box: 13325 Babarmahal, Kathmandu, Nepal",Bachelor of Business Studies (BBS),http://edusanjal.com/college/nepal-mega-college,Private,,,,,
Zenith International College (Hetauda),Tribhuvan University,977-57-52278,zenith_college@yahoo.com,http://zenithcollegehtd.com/,Hetauda       ,Makwanpur,Narayani," Zenith International College Kantirajpath, Hetauda -4 Nepal",Bachelor of Business Studies (BBS),http://edusanjal.com/college/zenith-international-college-hetauda,Private,,,,,
Aberdeen International College,Tribhuvan University,"977-1-5536298, 5530889",aberdeen.aief@gmail.com,,Jwalakhel       ,Lalitpur,Bagmati," Aberdeen International College and PTI Higher Secondary School Jawalakhel, Lalitpur","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/aberdeen-international-college,Private,,,,,
Zenith International College (Biratnagar),Purbanchal University,977-21-524731,zenithbrt@gmail.com,http://www.zic.edu.np/,Biratnagar       ,Morang,Koshi," Zenith International College Tintaliya, Biratnagar-13, Fanindra Margh Nepal","Bachelor of Business Administration (BBA),Master of Business Administration (MBA),Executive MBA",http://edusanjal.com/college/zenith-international-college-biratnagar,Private,,,,,
LA GRANDEE International College,Pokhara University,"977-61-523163, 5534683, 532844",info@lagrandee.edu.np,http://www.lagrandee.edu.np/,"Simalchaur, Pokhara       ",Kaski,Gandaki," LA GRANDEE International College P.O. Box: 42, Simalchaur, Pokhara Kaski, Nepal","Bachelor of Business Administration (BBA) ; 96;,Bachelor of Public Health (BPH) ; 40;,Bachelor of Computer Application (BCA) ; 48;",http://edusanjal.com/college/lagrandee-international-college,Private,,,,,
WhiteHouse Graduate School of Management,Purbanchal University,"977-1-5111131, 5111132",info@whitehousegsm.edu.np,http://www.whitehouse.edu.np/inside.php?id=29,"Trade Tower, Thapathali       ",Kathmandu,Bagmati,"Trade Tower, Thapathali  Kathmandu   Bagmati","Executive MBA ; 30;,Master of Business Administration (MBA) ; 30;",http://edusanjal.com/college/whitehouse-graduate-school-management,Private,,,,,
School of Medical Science (SMS),CTEVT,"01-4381609,4381480, 9849151210",,,Banasthali       ,Kathmandu,Bagmati,Banasthali  Kathmandu   Bagmati,"Certificate in Medical Laboratory Technology (CMLT) ; 30;,Diploma in Pharmacy ; 40; ; 281656;,TSLC in Medical Lab Technology (Lab Assistant) ; 40;",http://edusanjal.com/college/school-medical-science,Private,,,,,
Aryan School of Management,Purbanchal University,"977-1-4485146,4485148, 2104223",info@thearyanschool.edu.np,,Baneshwor       ,Kathmandu,Bagmati," Aryan School of Management Devkota Sadak, Mid Baneshwor, Kathmandu, Nepal",Bachelor of Business Administration (BBA),http://edusanjal.com/college/aryan-school-management,Private,,,,,
Lalitpur Engineering College,Tribhuvan University,977-1-5260215,info@lec.edu.np,http://www.lec.edu.np/,"Chakupat, PatanDhoka       ",Lalitpur,Bagmati," Lalitpur Engineering College Chakupat, PatanDhoka, Lalitpur",Bachelor of Civil Engineering ; 48;,http://edusanjal.com/college/lalitpur-engineering-college,Private,,,,,
National College,Tribhuvan University,"977-1-4360096, 4360367, 6224343",,http://www.nist.edu.np/,Khusibu       ,Kathmandu,Bagmati," National College (nacol) Nist Higher Education Complex Khusibu, Nayabazar, Town Planning Kathmandu","Bachelor of Science (B.Sc) in Microbiology,M.Sc in Microbiology,M.Sc. Biotechnology",http://edusanjal.com/college/national-college,Private,,,,,
Presidential Business School,"Westcliff University, CA, USA","01-4497706, 4482306",info@presidential.edu.np,http://www.presidential.edu.np/,"Thapagaun, New Baneshwor        ",Kathmandu,Bagmati," Presidential Business School PO Box No: 25840, Buddhanagar, Kathmandu, Nepal","Master in Business Administration (MBA),Bachelor in Business Administration (BBA)",http://edusanjal.com/college/presidential-business-school,Private,,,,,
Kantipur International College College of Engineering,Purbanchal University,"5582564, 5582565",khmc@wlink.com.np,http://kantipurinternational.edu.np/,Lubhoo       ,Lalitpur,Bagmati," Kantipur International College Engineering Faculties Lubhoo, Lalitpur","Bachelor of Civil Engineering ; 96;,Bachelor of Architecture ; 48;",http://edusanjal.com/college/kantipur-international-college-college-engineering,Private,,,,,
Nobel College of Medical Science,CTEVT,"977-1-4110525, 4110590, 2062330",,http://www.nobelcollege.edu.np/,Sinamangal       ,Kathmandu,Bagmati," Nobel College of Medical Science Sinamangal, Kathmandu",Diploma in Pharmacy ; 40; ; 281656;,http://edusanjal.com/college/nobel-college-medical-science,Private,,,,,
kathmandu model hospital school of oral health,CTEVT,"977-1-4248058, 4242469",,,Bagbazaar       ,Kathmandu,Bagmati," Kathmandu Model Hospital School of Oral Health Bagbazaar, Kathmandu",Certificate in Dental Science (Dental Hygeine) ; 40;,http://edusanjal.com/college/kathmandu-model-hospital-school-oral-health,Private,,,,,
Little Angels College of Management (LACM),Kathmandu University,"977-1-5250777, 5250222",info@lacm.edu.np,http://www.lacm.edu.np/,Hattiban       ,Lalitpur,Bagmati," LA College of Management (LACM) Hattiban, Lalitpur","Bachelor of Business Administration (BBA) ; 88;,Bachelor of Business Information System (BBIS) ; 44;,Bachelor in Hospitality and Tourism Management (BHTM)",http://edusanjal.com/college/little-angels-college-management,Private,,,,,
Nightingale Nursing College,CTEVT,"977-01-5542247, 5551829",,,Kupondole       ,Lalitpur,Bagmati," Nightingale Nursing College Kupondole, Lalitpur",PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/nightingale-nursing-college,Private,,,,,
Shradha Institute of Health Science,CTEVT,"977-1-6631613, 2133223, 6632394",,,"Thimi, Balkumari       ",Bhaktapur,Bagmati," Shradha Institute of Health Science Thimi, Balkumari-12, Bhaktapur","PCL Nursing ; 40; ; 396360;,Diploma in Pharmacy ; 40; ; 281656;",http://edusanjal.com/college/shradha-institute-health-science,Private,,,,,
Kathmandu School of Medical Technology (KSMT),CTEVT,"977-1-4245537, 4244142",ksmt.edu@gmail.com,http://www.ksmt.edu.np/,Bagbazar       ,Kathmandu,Bagmati," Kathmandu School of Medical Technology/Kathmandu Health Technical School Bagbazar (Near NCC Bank), Kathmandu","Certificate in Diagnostic Radiography ; 30;,Certificate in Medical Laboratory Technology (CMLT) ; 30;",http://edusanjal.com/college/kathmandu-school-of-medical-technology,Private,,,,,
Gunaraj Pathak Memorial Nursing Campus,CTEVT,"977-1-4418678, 4437491",gpmnursing@hotmail.com,http://gpmnursing.edu.np/,Baluwatar       ,Kathmandu,Bagmati," Gunaraj Pathak Memorial Nursing Campus Baluwatar - 4, kathmandu GPO Box : 10679",PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/gunaraj-pathak-memorial-nursing-campus,Private,,,,,
Asian Engineering College,CTEVT,"977-1-4783350, 4783981",info@asian.edu.np,http://www.asian.edu.np/,Shankhamul       ,Kathmandu,Bagmati,Shankhamul  Kathmandu   Bagmati,"Diploma in Architecture Engineering ; 48;,Diploma in Civil Engineering ; 48;",http://edusanjal.com/college/asian-engineering-college,Private,,,,,
Central Degree College,Purbanchal University,"977-1-5001500, 5001516",,,"Thasikhel, Kushanti       ",Lalitpur,Bagmati," Central Degree College Thasikhel, Kushanti, Ringroad, Lalitpur Nepal","Bachelor of Business Administration (BBA),Master of Business Administration (MBA)",http://edusanjal.com/college/central-degree-college,Private,,,,,
KITS College of Nursing,CTEVT,977-01-5522149,,,"Jwagal, Kupandole (Near UN park)       ",Kathmandu,Bagmati,"Jwagal, Kupandole (Near UN park)  Kathmandu   Bagmati",PCL Nursing ; 40;,http://edusanjal.com/college/kits-college-nursing,Private,,,,,
Neplese Army Institute of Health Sciences (NAIHS) College of Nursing,"CTEVT,Tribhuvan University","4220267, 4231042",con@naihs.edu.np,http://www.naihs.edu.np/,"TCMH complex, Mahankalsthan       ",Kathmandu,Bagmati,"TCMH complex, Mahankalsthan  Kathmandu   Bagmati","PCL Nursing ; 40;,Bachelor of Nursing (BN) ; 40;,B.Sc Nursing ; 30;",http://edusanjal.com/college/naihs-college-nursing,Private,,,,,
All Nepal College of Technical Education,CTEVT,"977-4811999, 4811030",info@allnepal.edu.np,http://www.allnepal.edu.np/,Chabhil       ,Kathmandu,Bagmati," All Nepal College of Technical Education Saraswotinagar-6, Chabhil, Kathmandu (Opposite Bimisamiti)","Diploma in Pharmacy ; 40;,Health Assistant (HA) ; 40;,Veterinary JTA ; 40;,JTA-Plant Science ; 40;",http://edusanjal.com/college/all-nepal-college-technical-education,Private,,,,,
Deerwalk Institute of Technology,Tribhuvan University,977-1-4485424,contact@dwit.edu.np,http://www.dwit.edu.np/,Sifal       ,Kathmandu,Bagmati," Deerwalk Institute of Technology (DWIT) Tamreshwore Mahadevsthan, Jayabageshwori Sifal, Kathmandu, Nepal",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/deerwalk-institute-technology,Private,,,,,
Sagarmatha College of Science and Technology,Tribhuvan University,"977-1-5527274, 5547463",info@sagarmatha.edu.np,http://www.sagarmatha.edu.np/,Sanepa       ,Lalitpur,Bagmati,Sanepa  Lalitpur   Bagmati,B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/sagarmatha-college-science-and-technology,Private,,,,,
Baylor International Academy,Tribhuvan University,977-11-663165,info@baylor.edu.np,http://baylor.edu.np/,"Banepa-10, Godam Chowk, Kavre       ",Kavrepalanchok,Bagmati," Baylor International Academy/Dipika College Banepa-10, Godam Chowk, Kavre, Nepal",Bachelor of Business Studies (BBS),http://edusanjal.com/college/baylor-international-academy,Private,,,,,
Matrix College,Tribhuvan University,977-51-521097,admission@matrix.edu.np,http://matrix.edu.np/,"Shreepur, Birgunj       ",Parsa,Narayani," Matrix College Om Ashram, Shreepur, Birgunj",Bachelor of Pharmacy,http://edusanjal.com/college/matrix-college,Private,,,,,
HAMS Nursing College,CTEVT,"977-1-4786111,",info@hamshospital.org,http://www.hamsnursingcollege.edu.np/,Buddhanagar       ,Kathmandu,Bagmati," HAMS NURSING COLLEGE Buddhanagar, New Baneshwor,Kathmandu, Nepal",PCL Nursing ; 40;,http://edusanjal.com/college/hams-nursing-college,Private,,,,,
Academia International College,Tribhuvan University,"977-1-5525393, 5543037",mail@academiacollege.edu.np,http://www.academiacollege.edu.np/,Gwarko Chowk       ,Lalitpur,Bagmati,Gwarko Chowk  Lalitpur   Bagmati,B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/academia-international-college,Private,,,,,
DAV Business School,Purbanchal University,977-1-5534426/5536626,info@davbusinessschool.edu.np,http://www.davbusinessschool.edu.np/,Jwalakhel       ,Lalitpur,Bagmati," DAV Business School Post Box No. 929 Jawalakhel, Lalitpur, Nepal",Master of Business Administration (MBA),http://edusanjal.com/college/dav-business-school,Private,,,,,
Chakrabarti Habi Educational Academy (College of Law),Purbanchal University,"977-1-4155146, 4485133",info@chbea.edu.np,http://www.chbea.edu.np/,"Tinkune, Subidhanagar       ",Kathmandu,Bagmati," Chakrabarti Habi Educational Academy (College of Law) Tinkune, Subidhanagar, Kathmandu","Bachelor of Laws (BA LLB),Master of Laws",http://edusanjal.com/college/chakrabarti-habi-educational-academy-college-law,Private,,,,,
DAV Institute of Information Technology,CTEVT,http://www.dioit.edu.np/,,http://www.dioit.edu.np/,Jwalakhel       ,Lalitpur,Bagmati,Jwalakhel  Lalitpur   Bagmati,Diploma in Information Technology,http://edusanjal.com/college/dav-institute-information-technology,Private,,,,,
National Model College for Advanced Learning,Tribhuvan University,"977-1-360367, 4360096",,,"Khusibu, Nayabazar       ",Kathmandu,Bagmati," National Model College for Advanced Learning Khusibu, Nayabazar, Kathmandu",Bachelor of Pharmacy,http://edusanjal.com/college/national-model-college-advanced-learning,Private,,,,,
The British College,University of the West of England UK,977-1-4491653,info@thebritishcollege.edu.np,http://thebritishcollege.org.np/,Thapathali       ,Kathmandu,Bagmati," The British College Information Centre Kamalpokhari Chowk Kathmandu Nepal Main Site: The Trade Tower Thapathali, Kathmandu Nepal","Bachelor in Business Administration (BBA),Master in International Management,ACCA/FIA Program",http://edusanjal.com/college/british-college,Private,,,,,
Sagarmatha College for Higher Studies,Tribhuvan University,977-1-4433810,admin@smcollege.edu.np,http://www.smcollege.edu.np/schs/,Dillibazar       ,Kathmandu,Bagmati," Sagarmatha College for Higher Studies GPO Box: 19363 Dillibazar, Kathmandu","Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Social Works (BSW)",http://edusanjal.com/college/sagarmatha-college-higher-studies,Private,,,,,
Kadambari Memorial College,Purbanchal University,"977-1-2030346, 4782982",academianssw@gmail.com,http://www.nepalschoolofsocialwork.org/,Shankhamul       ,Kathmandu,Bagmati,Shankhamul  Kathmandu   Bagmati,Master in Social Work (MSW),http://edusanjal.com/college/kadambari-memorial-college,Private,,,,,
National College of Technical Sciences,Tribhuvan University,977-1-4350270,info@nneapt.com,http://www.nneapt.edu.np/,"Banasthali Chowk, Balaju       ",Kathmandu,Bagmati," National College of Technical Sciences (NCTS) Nepal National Education Academy (N-NEA) Banasthali Chowk, Balaju Kathmandu, Nepal",Bachelor of Science (B.Sc) in Microbiology,http://edusanjal.com/college/national-college-technical-sciences,Private,,,,,
Viswa Niketan Science Campus,Tribhuvan University,977-1-4350270,info@nneapt.com,http://www.nneapt.edu.np/,"Banasthali Chowk, Balaju       ",Kathmandu,Bagmati," Viswa Niketan Science Campus Nepal National Education Academy (N-NEA) Banasthali Chowk, Balaju Kathmandu, Nepal",Bachelor of Science (B.Sc) in Environmental Science,http://edusanjal.com/college/viswa-niketan-science-campus,Private,,,,,
