OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,CollegeAndUniCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
National Academy for Medical Sciences,National Academy of Medical Sciences (NAMS),01-4466465/01-4469017,,http://nams.org.np/,Birhospital       ,Kathmandu,Bagmati,Birhospital  Kathmandu   Bagmati,"DM in Hepatology,DM in Medical Oncology,DM in Neurology,MD in Paediatric ; 8; ; 2036220;,MD Radiotherapy ; 2; ; 2036220;,MDS Periodontology and Oral Implantology ; 2; ; 2036220;,MCh Cardiothoracic and Vascular Surgery (CTVS),MCh Gastrosurgery,MCh Urology,MS Orthopaedic & Trauma Surgery ; 8; ; 2036220;,MD Anaesthesiology ; 10; ; 2036220;,MD Dermatology & Venereology ; 4; ; 2036220;,MD General Practice ; 20; ; 2036220;,MD Internal Medicine ; 10; ; 2036220;,MD Obstetrics & Gynaecology ; 18; ; 2036220;,MD Ophthalmology ; 19; ; 2036220;,MD Pathology ; 4; ; 2036220;,MDS Prosthodontics ; 2; ; 2036220;,MS Oral and Head and Neck Surgery (ENT) ; 4; ; 2036220;,MD Psychiatry ; 3; ; 2036220;,MD Radio-Diagnosis ; 4; ; 2036220;,MS General Surgery ; 7; ; 2036220;,MD in radiation oncology ; 6;",http://edusanjal.com/college/national-academy-medical-sciences,Public,,,,,
Kathmandu University Dhulikhel Campus,Kathmandu University,,,,"Dhulikhel, Kavre       ",Kavrepalanchok,Bagmati,"Dhulikhel, Kavre  Kavrepalanchok   Bagmati",Bachelor of Business Information System (BBIS) ; 40;,http://edusanjal.com/college/kathmandu-university-dhulikhel-campus,Public,,,,,
Sindhuli Community Technical Institute,CTEVT,,,,        ,Sindhuli,Janakpur,Sindhuli  Sindhuli   Janakpur,Diploma in Civil Engineering ; 48;,http://edusanjal.com/college/sindhuli-community-technical-institute,Public,,,,,
Central Department of Buddhist Studies Tribhuvan University,Tribhuvan University,01-4333162,buddiststudiestu@gmail.com,,Kirtipur       ,Kathmandu,Bagmati,Kirtipur  Kathmandu   Bagmati,Masters in Arts (MA) in Buddhist Studies ; 30;,http://edusanjal.com/college/central-department-buddhist-studies-tribhuvan-university,Public,,,,,
Sautha Multiple Campus,Tribhuvan University,,,,Sijawa         ,Morang,Koshi,Sijawa Morang  Morang   Koshi,Bachelor of Education (B.Ed),http://edusanjal.com/college/sautha-multiple-campus,Public,,,,,
Basanta Multiple Campus,Tribhuvan University,,,,Basantpur       ,Terhathum,Koshi,Basantpur  Terhathum   Koshi,"Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/basanta-multiple-campus,Public,,,,,
Shadananda Multiple Campus,Tribhuvan University,,,,"Dingla,         ",Bhojpur,Koshi,"Dingla, Bhojpur  Bhojpur   Koshi","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/shadananda-multiple-campus,Public,,,,,
Balaha Multiple Campus,Tribhuvan University,,,,"Inaruwa, Sunsari       ",Morang,Koshi,"Inaruwa, Sunsari  Morang   Koshi",Bachelor of Business Studies (BBS),http://edusanjal.com/college/balaha-multiple-campus,Public,,,,,
Hile Campus,Tribhuvan University,,,,        ,Dhankuta,Koshi,Dhankuta  Dhankuta   Koshi,Bachelor of Business Studies (BBS),http://edusanjal.com/college/hile-campus,Public,,,,,
Gokundeshwar Campus,Tribhuvan University,026-521622,,,        ,Dhankuta,Koshi,Dhankuta  Dhankuta   Koshi,Bachelor of Business Studies (BBS),http://edusanjal.com/college/gokundeshwar-campus,Public,,,,,
Namuna Bageshwori Multiple Campus,Tribhuvan University,,,,  Baireni       ,Dhading,Bagmati,Dhading Baireni  Dhading   Bagmati,"Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/namuna-bageshwori-multiple-campus,Public,,,,,
Jalbire Multiple Campus,Tribhuvan University,,,,Jalbire       ,Sindhupalchok,Bagmati,Jalbire  Sindhupalchok   Bagmati,"Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/jalbire-multiple-campus,Public,,,,,
Dahathum Multiple Campus,Tribhuvan University,,,,"Darshing, Dahathum VDC-9       ",Syangja,Gandaki,"Darshing, Dahathum VDC-9  Syangja   Gandaki",Bachelor of Education (B.Ed),http://edusanjal.com/college/dahathum-multiple-campus,Public,,,,,
Shankarnagar Multiple Campus,Tribhuvan University,,,,Shankarnagar       ,Rupandehi,Lumbini,Shankarnagar  Rupandehi   Lumbini,Bachelor of Business Studies (BBS),http://edusanjal.com/college/shankarnagar-multiple-campus,Public,,,,,
Sadashiva Multiple Campus,Tribhuvan University,,,,"Magaragadhi-2, Jayanagar       ",Bardiya,Bheri,"Magaragadhi-2, Jayanagar  Bardiya   Bheri","Bachelor of Arts-BA,Bachelor of Education (B.Ed)",http://edusanjal.com/college/sadashiva-multiple-campus,Public,,,,,
Panchakanya Multiple Campus,Tribhuvan University,,,,Arjunchaupari       ,Syangja,Gandaki,Arjunchaupari  Syangja   Gandaki,Bachelor of Business Studies (BBS),http://edusanjal.com/college/panchakanya-multiple-campus,Public,,,,,
Samata College,Tribhuvan University,,,,        ,Kathmandu,Bagmati,Kathmandu  Kathmandu   Bagmati,"Bachelor of Business Studies (BBS),Bachelor of Arts-BA,Master of Business Studies (MBS)",http://edusanjal.com/college/samata-college,Public,,,,,
Ramtulsi Higher Secondary School,CTEVT,,,,Rampur       ,Palpa,Lumbini,Rampur  Palpa   Lumbini,Diploma in Agriculture,http://edusanjal.com/college/ramtulsi-higher-secondary-school,Public,,,,,
Institute Of Health Research Development,CTEVT,041-522679,,,Saranchiya Kutti-4       ,Dhanusa,Janakpur,Saranchiya Kutti-4  Dhanusa   Janakpur,"Auxiliary Nurse Midwife (ANM) ; 40; ; 35000;,TSLC in Community Medicine Assistant-CMA ; 40; ; 22000;",http://edusanjal.com/college/institute-health-research-development,Public,,,,,
Divine Institute of Health Training and Research Centre,CTEVT,051-523628,,,Birgunj       ,Parsa,Narayani,Birgunj  Parsa   Narayani,"Auxiliary Nurse Midwife (ANM) ; 40; ; 38005;,TSLC in Community Medicine Assistant-CMA ; 40; ; 33005;",http://edusanjal.com/college/divine-institute-health-training-research-centre,Public,,,,,
Kantipur College of Technical Science,CTEVT,01-4361809,college.kantipur@gmail.com,http://www.kcts.edu.np/,"Tokha Road, Gongabu-8       ",Kathmandu,Bagmati,"Tokha Road, Gongabu-8  Kathmandu   Bagmati",Diploma in Civil Engineering,http://edusanjal.com/college/kantipur-college-technical-science,Public,,,,,
Baglung Technical Institute,CTEVT,068-20138,,,Ramrekha       ,Baglung,Dhawalagiri,Ramrekha  Baglung   Dhawalagiri,"Auxiliary Nurse Midwife (ANM) ; 40;,TSLC in Community Medicine Assistant-CMA ; 40;",http://edusanjal.com/college/baglung-technical-institute,Public,,,,,
Palpa Technical institute,CTEVT,057-520714,trilchan_pti@yahoo.com,,"bhgwati tole, tansen       ",Palpa,Lumbini,"bhgwati tole, tansen  Palpa   Lumbini","Auxiliary Nurse Midwife (ANM) ; 40; ; 29000;,TSLC in Community Medicine Assistant-CMA ; 40; ; 27500;,TSLC in Medical Lab Technology (Lab Assistant) ; 27000;",http://edusanjal.com/college/palpa-technical-institute,Public,,,,,
Paschimanchal Technical School,CTEVT,061-525315,,,"Kapildhunga-3, Pokhara       ",Kaski,Gandaki,"Kapildhunga-3, Pokhara  Kaski   Gandaki",TSLC in Community Medicine Assistant-CMA ; 40;,http://edusanjal.com/college/paschimanchal-technical-school,Public,,,,,
Makwanpur Technical Institute,CTEVT,057-521852,,,Hetauda       ,Makwanpur,Narayani,Hetauda  Makwanpur   Narayani,"TSLC in Community Medicine Assistant-CMA ; 40;,TSLC in Medical Lab Technology (Lab Assistant) ; 40;,Auxiliary Nurse Midwife (ANM) ; 40;",http://edusanjal.com/college/makwanpur-technical-institute,Public,,,,,
Narayani Institute of Science and Technology,CTEVT,053-550141,cmakalaiya@gmail.com,,Kalaiya       ,Bara,Narayani,Kalaiya  Bara   Narayani,TSLC in Community Medicine Assistant-CMA ; 40;,http://edusanjal.com/college/narayani-institute-science-and-technology,Public,,,,,
Kaligandaki Hospital CMA/ANM Training Center,CTEVT,977-078-540456,,,Kawasoti-5       ,Nawalparasi,Lumbini,Kawasoti-5  Nawalparasi   Lumbini,"TSLC in Community Medicine Assistant-CMA ; 40;,Auxiliary Nurse Midwife (ANM) ; 40;",http://edusanjal.com/college/kaligandaki-hospital-cmaanm-training-center,Public,,,,,
Institute of Rural Health Pvt. Ltd,CTEVT,051-528714,,,"Ranighat-13, Birgunj       ",Parsa,Narayani,"Ranighat-13, Birgunj  Parsa   Narayani",TSLC in Community Medicine Assistant-CMA ; 40; ; 35000;,http://edusanjal.com/college/institute-rural-health-pvt-ltd,Public,,,,,
Gandaki Technical Training Centre,CTEVT,065-560008,,,Tanahu       ,Gorkha,Gandaki,Tanahu  Gorkha   Gandaki,"Auxiliary Nurse Midwife (ANM) ; 40;,TSLC in Community Medicine Assistant-CMA ; 40;",http://edusanjal.com/college/gandaki-technical-training-centre,Public,,,,,
Gorkha Technical Training Center,CTEVT,064420297,,,Patechaur       ,Gorkha,Gandaki,Patechaur  Gorkha   Gandaki,"TSLC in Community Medicine Assistant-CMA ; 40;,TSLC in Civil Engineering (Civil Sub-Overseer) ; 40;",http://edusanjal.com/college/gorkha-technical-training-center,Public,,,,,
Siddhartha CMA Training Center,CTEVT,,,,       ,Kapilvastu,Lumbini,  Kapilvastu   Lumbini,TSLC in Community Medicine Assistant-CMA,http://edusanjal.com/college/siddhartha-cma-training-center,Public,,,,,
Shyangja Vocational School,CTEVT,,,,       ,Syangja,Gandaki,  Syangja   Gandaki,TSLC in Community Medicine Assistant-CMA,http://edusanjal.com/college/shyangja-vocational-school,Public,,,,,
Siddhartha Medical Institute,CTEVT,,,,Butwal        ,Rupandehi,Lumbini,Butwal   Rupandehi   Lumbini,TSLC in Community Medicine Assistant-CMA,http://edusanjal.com/college/siddhartha-medical-institute,Public,,,,,
Shree Daunne Devi Health Training Center,CTEVT,,,,        ,Nawalparasi,Lumbini,Nawalparasi  Nawalparasi   Lumbini,TSLC in Community Medicine Assistant-CMA,http://edusanjal.com/college/shree-daunne-devi-health-training-center,Public,,,,,
Tamghas Technical School,CTEVT,079-520269,,,Tamgash       ,Gulmi,Lumbini,Tamgash  Gulmi   Lumbini,TSLC in Community Medicine Assistant-CMA,http://edusanjal.com/college/tamghas-technical-school,Public,,,,,
Sharda Institute of Technology,CTEVT,041-521790,,,Bhanuchowk       ,Dhanusa,Janakpur,Bhanuchowk  Dhanusa   Janakpur,"TSLC in Community Medicine Assistant-CMA,TSLC in Medical Lab Technology (Lab Assistant)",http://edusanjal.com/college/sharda-institute-technology,Public,,,,,
Shankar Technical Training Center,CTEVT,041-523362,karna_basant@hotmail.com,,Pithiya Road -7       ,Dhanusa,Janakpur,Pithiya Road -7  Dhanusa   Janakpur,"TSLC in Community Medicine Assistant-CMA ; 40;,TSLC in Survey Engineering (AMIN) ; 40;,TSLC in Electrical Engineering (Electrical Sub-overseer) ; 40;,TSLC in Civil Engineering (Civil Sub-Overseer) ; 40;,TSLC in Medical Lab Technology (Lab Assistant) ; 40;,TSLC in Ayurveda (AAHW) ; 40;",http://edusanjal.com/college/shankar-technical-training-center,Public,,,,,
Siddhartha Institute of Medical Technology,CTEVT,075-520923,,,Basantapur- 6       ,Palpa,Lumbini,Basantapur- 6  Palpa   Lumbini,"TSLC in Community Medicine Assistant-CMA ; 40;,Auxiliary Nurse Midwife (ANM) ; 40;",http://edusanjal.com/college/siddhartha-institute-medical-technology,Public,,,,,
Lumbini Institute of Technology,CTEVT,071-540938,,,Butwal       ,Rupandehi,Lumbini,Butwal  Rupandehi   Lumbini,"TSLC in Community Medicine Assistant-CMA ; 40;,TSLC in Medical Lab Technology (Lab Assistant) ; 40;,Auxiliary Nurse Midwife (ANM) ; 40;",http://edusanjal.com/college/lumbini-institute-technology,Public,,,,,
Technical Training School,CTEVT,047-520358,,,Kamalamai-6       ,Sindhuli,Janakpur,Kamalamai-6  Sindhuli   Janakpur,TSLC in Community Medicine Assistant-CMA,http://edusanjal.com/college/technical-training-school,Public,,,,,
Kantipur Bahu Prabidhik Shikchhyalaya,CTEVT,+977-56523431,,,Bharatpur       ,Chitwan,Narayani,Bharatpur  Chitwan   Narayani,JTA Animal Science,http://edusanjal.com/college/kantipur-bahu-prabidhik-shikchhyalaya,Public,,,,,
Rural Health Education and Service Center,CTEVT,"9813775192, 9851068413",,,"Gokarneshwor, Dakshin Dhoka, Jorpati       ",Kathmandu,Bagmati,"Gokarneshwor, Dakshin Dhoka, Jorpati  Kathmandu   Bagmati",PCL in Acupuncture Acupressure and Moxibustion,http://edusanjal.com/college/rural-health-education-and-service-center,Public,,,,,
Sarlahi Technical Institute,CTEVT,+977-046-520028,,,Malangwa       ,Sarlahi,Janakpur,Malangwa  Sarlahi   Janakpur,Veterinary JTA ; 40;,http://edusanjal.com/college/sarlahi-technical-institute,Public,,,,,
Pokhara Technical Training and Research Center,CTEVT,061-527930,,,"ranipauwa-11, Pokhara       ",Kaski,Gandaki,"ranipauwa-11, Pokhara  Kaski   Gandaki","TSLC in Community Medicine Assistant-CMA,TSLC in Medical Lab Technology (Lab Assistant)",http://edusanjal.com/college/pokhara-technical-training-and-research-center,Public,,,,,
Arghakhachi Technical Training School,CTEVT,077-470194,,,Sandhikharka       ,Arghakhanchi,Lumbini,Sandhikharka  Arghakhanchi   Lumbini,"TSLC in Community Medicine Assistant-CMA ; 40;,Veterinary JTA ; 40;",http://edusanjal.com/college/arghakhachi-technical-training-school,Public,,,,,
Bhaktapur Homeopathic Clinic and Medical College,CTEVT,http://www.homeopathynepal.com/,,http://www.homeopathynepal.com/,Nagpokhari       ,Bhaktapur,Bagmati,Nagpokhari  Bhaktapur   Bagmati,PCL in Homeopathy,http://edusanjal.com/college/bhaktapur-homeopathic-clinic-and-medical-college,Public,,,,,
Himal Dental Hospital and Institute of Dental Science,CTEVT,"977-1-4491500, 4492692, 442800",himaldentalhospital@yahoo.com,http://www.himaldentalhospital.com.np/,Chabahil       ,Kathmandu,Bagmati,Chabahil  Kathmandu   Bagmati,Certificate in Dental Science (Dental Hygeine) ; 40;,http://edusanjal.com/college/himal-dental-hospital-and-institute-dental-science,Public,,,,,
Dhanwantari Ayurved bigyan Adhyan Sasthan,CTEVT,,,,"Bafal, Kalanki       ",Kathmandu,Bagmati,"Bafal, Kalanki  Kathmandu   Bagmati",PCL in Ayurveda and General Medicine,http://edusanjal.com/college/dhanwantari-ayurved-bigyan-adhyan-sasthan,Public,,,,,
Himalayan Ayurveda Medical Science College,CTEVT,"01-4482982, 9801021076",,,New Baneshwor       ,Kathmandu,Bagmati,New Baneshwor  Kathmandu   Bagmati,PCL in Ayurveda and General Medicine ; 40;,http://edusanjal.com/college/himalayan-ayurveda-medical-science-college,Public,,,,,
Lumbini Eye Institute,CTEVT,977-71-523827,,http://www.lei.org.np/,"Bhairahawa, Siddharthanagar-3,  -32901,          ",Rupandehi,Lumbini,"Bhairahawa, Siddharthanagar-3, Rupandehi-32901, Lumbini   Rupandehi   Lumbini",Diploma in Ophthalmic Science ; 40;,http://edusanjal.com/college/lumbini-netra-vigyan-adhyayan-sansthan,Public,,,,,
Nirdhan Technical Institute,CTEVT,071-543106,nirdhantech@yahoo.com,,"Nepalgunj Road, Old Buspark Butwal       ",Rupandehi,Lumbini,"Nepalgunj Road, Old Buspark Butwal  Rupandehi   Lumbini",TSLC in Electrical Engineering (Electrical Sub-overseer) ; 40;,http://edusanjal.com/college/nirdhan-technical-instritute,Public,,,,,
Central Department of Geography -Tribhuvan University,Tribhuvan University,977-1-1-4330329,info@cdgtu.edu.np,http://www.cdgtu.edu.np/,Kirtipur       ,Kathmandu,Bagmati,Kirtipur  Kathmandu   Bagmati,MA Geography,http://edusanjal.com/college/central-department-geography-tribhuvan-university,Public,,,,,
Ayurvedic Medical Institute,CTEVT,+977-041-692046,,,Janakpurdham       ,Dhanusa,Janakpur,Janakpurdham  Dhanusa   Janakpur,TSLC in Ayurveda (AAHW) ; 40;,http://edusanjal.com/college/ayurvedic-medical-institute,Public,,,,,
Training Institute for Technical Instruction (TITI),Kathmandu University,"977-1-6630187, 6630409",info@titi.org.np,http://www.titi.org.np/,Madhyapur Thimi-17 Sanothimi       ,Bhaktapur,Bagmati,Madhyapur Thimi-17 Sanothimi  Bhaktapur   Bagmati,"Bachelor of Technical Education (B.Tech.Ed.) Livestock,Bachelor of Technical Education (B.Tech.Ed.) Plant Science",http://edusanjal.com/college/training-institute-technical-instruction-titi,Public,,,,,
Butwal Technical Institute,CTEVT,71-540133,btibtl@bcci.com.np,,Butwal -6       ,Rupandehi,Lumbini,Butwal -6  Rupandehi   Lumbini,TSLC in Electrical Engineering (Electrical Sub-overseer),http://edusanjal.com/college/butwal-technical-institute,Public,,,,,
Siddhartha Technical Institute,CTEVT,+977-071-547055,,,"Traffic Chowk 08, Butwal       ",Rupandehi,Lumbini,"Traffic Chowk 08, Butwal  Rupandehi   Lumbini",TSLC in Electrical Engineering (Electrical Sub-overseer),http://edusanjal.com/college/siddhartha-technical-institute,Public,,,,,
Vidyapur Janata Multiple Campus,Tribhuvan University,,,,Vidyapur       ,Surkhet,Bheri,Vidyapur  Surkhet   Bheri,"Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/vidyapur-janata-multiple-campus,Public,,,,,
Abhayananda Education Campus,Tribhuvan University,,,,        ,Sindhupalchok,Bagmati,Sindhupalchok  Sindhupalchok   Bagmati,Bachelor of Education (B.Ed),http://edusanjal.com/college/abhayananda-education-campus,Public,,,,,
Parbati Multiple Campus,Tribhuvan University,,,,Dhungakharka       ,Kavrepalanchok,Bagmati,Dhungakharka  Kavrepalanchok   Bagmati,Bachelor of Business Studies (BBS),http://edusanjal.com/college/parbati-multiple-campus,Public,,,,,
Bangad Campus,Tribhuvan University,,,,Bangad       ,Salyan,Rapti,Bangad  Salyan   Rapti,Bachelor of Education (B.Ed),http://edusanjal.com/college/bangad-campus,Public,,,,,
Shreekot Multiple Campus,Tribhuvan University,,,,Shreekot       ,Baitadi,Mahakali,Shreekot  Baitadi   Mahakali,"Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/shreekot-multiple-campus,Public,,,,,
Nanda Devi Multiple Campus,Tribhuvan University,,,,Kotbada       ,Kalikot,Karnali,Kotbada  Kalikot   Karnali,Bachelor of Education (B.Ed),http://edusanjal.com/college/nanda-devi-multiple-campus,Public,,,,,
Janasewa Multiple Campus,Tribhuvan University,,,,Dhadhawar       ,Bardiya,Bheri,Dhadhawar  Bardiya   Bheri,"Bachelor of Arts-BA,Bachelor of Business Studies (BBS)",http://edusanjal.com/college/janasewa-multiple-campus,Public,,,,,
Radijyula shiksha campus,Tribhuvan University,,,,Aathbiskot       ,Rukum,Rapti,Aathbiskot  Rukum   Rapti,Bachelor of Education (B.Ed),http://edusanjal.com/college/radijyula-shiksha-campus,Public,,,,,
Jyoti Multiple Campus,Tribhuvan University,,,,Thada       ,Arghakhanchi,Lumbini,Thada  Arghakhanchi   Lumbini,"Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/jyoti-multiple-campus,Public,,,,,
Mangal Jana Bijaya Campus,Tribhuvan University,,,,Mangaltar       ,Kavrepalanchok,Bagmati,Mangaltar  Kavrepalanchok   Bagmati,"Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/mangal-jana-bijaya-campus,Public,,,,,
Kedar Jyoti Punja Multiple Campus,Tribhuvan University,,,,"BP Nagal,         ",Doti,Seti,"BP Nagal, Doti  Doti   Seti","Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/kedar-jyoti-punja-multiple-campus,Public,,,,,
Kolma Barahachaur Samudayik Campus,Tribhuvan University,,,,Kolma 6       ,Syangja,Gandaki,Kolma 6  Syangja   Gandaki,Bachelor of Education (B.Ed),http://edusanjal.com/college/kolma-barahachaur-samudayik-campus,Public,,,,,
Annapurna Samudayik Campus,Tribhuvan University,,,,Karkineta       ,Parbat,Dhawalagiri,Karkineta  Parbat   Dhawalagiri,Bachelor of Education (B.Ed),http://edusanjal.com/college/annapurna-samudayik-campus,Public,,,,,
Himjyoti Multiple Campus,Tribhuvan University,,,,Sarkegad       ,Humla,Karnali,Sarkegad  Humla   Karnali,"Bachelor of Education (B.Ed),Bachelor of Arts-BA",http://edusanjal.com/college/himjyoti-multiple-campus,Public,,,,,
