OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,HighSchoolCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
Vidya Jyoti Higher Secondary School,HSEB,,,,"Majhphat,         ",Parbat,Dhawalagiri,"Majhphat, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/vidya-jyoti-higher-secondary-school,Public,,,,,
Janata Sudarshan Higher Secondary School,HSEB,,,,"Thulipokhari,         ",Parbat,Dhawalagiri,"Thulipokhari, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/janata-sudarshan-higher-secondary-school,Public,,,,,
Janasewa Sanskrit Higher Secondary School,HSEB,"061-622527,075-521533",,,"Paiyun Hatiya,         ",Parbat,Dhawalagiri,"Paiyun Hatiya, Parbat  Parbat   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/janasewa-sanskrit-higher-secondary-school,Public,,,,,
Shaligram Higher Secondary School,HSEB,,,,"Shaligram,         ",Parbat,Dhawalagiri,"Shaligram, Parbat  Parbat   Dhawalagiri","Ten Plus Two Management,Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/shaligram-higher-secondary-school,Public,,,,,
Nepal Tara Higher Secondary School-Parbat,HSEB,019-445003/06,,,Majhagau       ,Parbat,Dhawalagiri,Majhagau  Parbat   Dhawalagiri,"Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Humanities",http://edusanjal.com/college/nepal-tara-higher-secondary-school,Public,,,,,
Bhawani Bidya Pith Higher Secondary School,HSEB,067-420545,,,"Phalebas,         ",Parbat,Dhawalagiri,"Phalebas, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/bhawani-bidya-pith-higher-secondary,Public,,,,,
Kafalchaur Higher Secondary School,HSEB,068-690607,,,"Durlung 8,         ",Parbat,Dhawalagiri,"Durlung 8, Parbat  Parbat   Dhawalagiri",Ten Plus Two Education,http://edusanjal.com/college/kafalchaur-higher-secondary-school,Public,,,,,
Mahendra Shikhari Higher Secondary School,HSEB,067-420987,,,"Bajung,         ",Parbat,Dhawalagiri,"Bajung, Parbat  Parbat   Dhawalagiri",Ten Plus Two Education,http://edusanjal.com/college/mahendra-shikhari-higher-secondary-school,Public,,,,,
Shalija Higher Secondary School,HSEB,069-680122,,,"Shalija ,         ",Parbat,Dhawalagiri,"Shalija , Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/shalija-higher-secondary-school,Public,,,,,
Janata Higher Secondary School Parbat,HSEB,,,,"Bhorle,         ",Parbat,Dhawalagiri,"Bhorle, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/janata-higher-secondary-school-parbat,Public,,,,,
Krishna Bhawan Dharma Higher Secondary School,HSEB,9847625270,,,"Dhairing ,         ",Parbat,Dhawalagiri,"Dhairing , Parbat  Parbat   Dhawalagiri",Ten Plus Two Education,http://edusanjal.com/college/krishna-bhawan-dharma-higher-secondary-school,Public,,,,,
Matedewal Jana Sahayogi Higher Secondary School,HSEB,,,,Mudikuwa       ,Parbat,Dhawalagiri,Mudikuwa  Parbat   Dhawalagiri,"Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/matedewal-jana-sahayogi-higher-secondary-school,Public,,,,,
Janajyoti Higher Secondary School Parbat,HSEB,067-690041,,,"Khalte,         ",Parbat,Dhawalagiri,"Khalte, Parbat  Parbat   Dhawalagiri",Ten Plus Two Education,http://edusanjal.com/college/janajyoti-higher-secondary-school-parbat,Public,,,,,
Panchakoshi Higher Secondary School,HSEB,9741126544,,,"Artharchaur,         ",Parbat,Dhawalagiri,"Artharchaur, Parbat  Parbat   Dhawalagiri",Ten Plus Two Education,http://edusanjal.com/college/panchakoshi-higher-secondary-school,Public,,,,,
Bishwa Jyoti Higher Secondary School,HSEB,9746702038,,,"Pakuwasilmi,         ",Parbat,Dhawalagiri,"Pakuwasilmi, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/bishwa-jyoti-higher-secondary-school,Public,,,,,
Jana Netra Higher Secondary School,HSEB,,,,"Deupur,         ",Parbat,Dhawalagiri,"Deupur, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/jana-netra-higher-secondary-school,Public,,,,,
Chandra Higher Secondary School Parbat,HSEB,071-621753,,,"Uram, Khorpokhara,         ",Parbat,Dhawalagiri,"Uram, Khorpokhara, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/chandra-higher-secondary-school-parbat,Public,,,,,
Sarvodaya Higher Secondary School Baglung,HSEB,,,,"Hugdishir,         ",Baglung,Dhawalagiri,"Hugdishir, Baglung  Baglung   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/sarvodaya-higher-secondary-school-baglung,Public,,,,,
Birendra Higher Secondary School Parbat,HSEB,,,,Pakuwa       ,Parbat,Dhawalagiri,Pakuwa  Parbat   Dhawalagiri,"Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/birendra-higher-secondary-school-parbat,Public,,,,,
Sharada Higher Secondary School Parbat,HSEB,067-69008,,,"Kurgha,         ",Parbat,Dhawalagiri,"Kurgha, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/sharada-higher-secondary-school-parbat,Public,,,,,
Uttar Ganga Higher Secondary School,HSEB,75-520472-20466,,,"Burtibang,         ",Baglung,Dhawalagiri,"Burtibang, Baglung  Baglung   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Science,Ten Plus Two Management",http://edusanjal.com/college/uttar-ganga-higher-secondary-school,Public,,,,,
Shree Galkot Higher Secondary School,HSEB,9857621103,,,Hatiya       ,Baglung,Dhawalagiri,Hatiya  Baglung   Dhawalagiri,"Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/shree-galkot-higher-secondary-school,Public,,,,,
Bhimsen Higher Secondary School Baglung,HSEB,29302,,,Bihun       ,Baglung,Dhawalagiri,Bihun  Baglung   Dhawalagiri,"Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/bhimsen-higher-secondary-school,Public,,,,,
Amar Higher Secondary School Baglung,HSEB,,,,"Binhukot,         ",Baglung,Dhawalagiri,"Binhukot, Baglung  Baglung   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/amar-higher-secondary-school-baglung,Public,,,,,
Bhanu Higher Secondary School Baglung,HSEB,29388,,,"Gwalichaur,         ",Baglung,Dhawalagiri,"Gwalichaur, Baglung  Baglung   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/bhanu-higher-secondary-school-baglung,Public,,,,,
Amrit Adarsha Higher Secondary School,HSEB,20258,,,"Mahendrapath,         ",Baglung,Dhawalagiri,"Mahendrapath, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/amrit-adarsha-higher-secondary-school,Public,,,,,
Adarsha Vidya Mandir Higher Secondary School Baglung,HSEB,9857620131,,,"Ramrekha,         ",Baglung,Dhawalagiri,"Ramrekha, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/adarsha-vidya-mandir-higher-secondary-school,Public,,,,,
Jana Kalyan Higher Secondary School Baglung,HSEB,,,,"Chhisti,         ",Baglung,Dhawalagiri,"Chhisti, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/jana-kalyan-higher-secondary-school-baglung,Public,,,,,
Prithivi Higher Secondary School Baglung,HSEB,20277,,,"Amalachaur,        ",Baglung,Dhawalagiri,"Amalachaur,Baglung  Baglung   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/prithivi-higher-secondary-school-baglung,Public,,,,,
Jana Jagriti Higher Secondary School Baglung,HSEB,29307,,,"Kandebas,         ",Baglung,Dhawalagiri,"Kandebas, Baglung  Baglung   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/jana-jagriti-higher-secondary-school-baglung,Public,,,,,
Tribhuvan Higher Secondary School Baglung,HSEB,67-20266,,,"Paiyunpata,        ",Baglung,Dhawalagiri,"Paiyunpata,   Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Humanities",http://edusanjal.com/college/tribhuvan-higher-secondary-school-baglung,Public,,,,,
Janata Dhan Higher Secondary School,HSEB,,,,"Narayansthan,         ",Baglung,Dhawalagiri,"Narayansthan, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/janata-dhan-higher-secondary-school,Public,,,,,
Shanti Higher Secondary School Baglung,HSEB,,,,"Kushmisera,         ",Baglung,Dhawalagiri,"Kushmisera, Baglung  Baglung   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/shanti-higher-secondary-school-baglung,Public,,,,,
Lekhani Higher Secondary School,HSEB,68-20398,,,"Lekhani,         ",Baglung,Dhawalagiri,"Lekhani, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/lekhani-higher-secondary-school,Public,,,,,
Sigana Higher Secondary School,HSEB,,,,"Titayang,         ",Baglung,Dhawalagiri,"Titayang, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/sigana-higher-secondary-school,Public,,,,,
Sanskrit Higher Secondary School Baglung,HSEB,,,,"Belbagar,         ",Baglung,Dhawalagiri,"Belbagar, Baglung  Baglung   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/sanskrit-higher-secondary-school-baglung,Public,,,,,
Vidhya Mandir Higher Secondary School Baglung,HSEB,,,,"Radha Krishna,         ",Baglung,Dhawalagiri,"Radha Krishna, Baglung  Baglung   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/vidhya-mandir-higher-secondary-school,Public,,,,,
Dhara Higher Secondary School,HSEB,068-620193,,,"Tangram-5, ,         ",Baglung,Dhawalagiri,"Tangram-5, , Baglung  Baglung   Dhawalagiri",Ten Plus Two Education,http://edusanjal.com/college/dhara-higher-secondary-school,Public,,,,,
Rangkhani Higher Secondary School,HSEB,068-690177,,,"Rangkhani,         ",Baglung,Dhawalagiri,"Rangkhani, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/rangkhani-higher-secondary-school,Public,,,,,
Hari Higher Secondary School,HSEB,068-690705,,,"Idi Hila,         ",Baglung,Dhawalagiri,"Idi Hila, Baglung  Baglung   Dhawalagiri",Ten Plus Two Education,http://edusanjal.com/college/hari-higher-secondary-school,Public,,,,,
Ratna Laxmi Higher Secondary School,HSEB,068-690005,,,"Righa ,         ",Baglung,Dhawalagiri,"Righa , Baglung  Baglung   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/ratna-laxmi-higher-secondary-school,Public,,,,,
Mulpani Higher Secondary School,HSEB,068-690162,,,"Mulpani,         ",Baglung,Dhawalagiri,"Mulpani, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/mulpani-higher-secondary-school,Public,,,,,
Kaligandaki Awasiya Higher Secondary School,HSEB,068-520141,,,"Guthi,         ",Baglung,Dhawalagiri,"Guthi, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/kaligandaki-awasiya-higher-secondary-school,Public,,,,,
Janata Higher Secondary School Baglung,HSEB,,,,"Sarkuwa,         ",Baglung,Dhawalagiri,"Sarkuwa, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/janata-higher-secondary-school-baglung,Public,,,,,
Bhairab Higher Secondary School Baglung,HSEB,068-690261,,,"Bhakunde,         ",Baglung,Dhawalagiri,"Bhakunde, Baglung  Baglung   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/bhairab-higher-secondary-school-baglung,Public,,,,,
Malika Higher Secondary School Baglung,HSEB,,,,"Malika,         ",Baglung,Dhawalagiri,"Malika, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/malika-higher-secondary-school-baglung,Public,,,,,
Prithvi Higher Secondary School Baglung,HSEB,9851072153,,,"Galkot Harichaur,         ",Baglung,Dhawalagiri,"Galkot Harichaur, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/prithvi-higher-secondary-school-baglung,Public,,,,,
Resh Nunthala Higher Secondary School,HSEB,98460637018,,,"Resh,         ",Baglung,Dhawalagiri,"Resh, Baglung  Baglung   Dhawalagiri",Ten Plus Two Education,http://edusanjal.com/college/resh-nunthala-higher-secondary-school,Public,,,,,
Suntalachour Higher Secondary School,HSEB,9745025452,,,"Damek,         ",Baglung,Dhawalagiri,"Damek, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/suntalachour-higher-secondary-school,Public,,,,,
Shiva Higher Secondary School Baglung,HSEB,9847631900,,,"Kandebas,         ",Baglung,Dhawalagiri,"Kandebas, Baglung  Baglung   Dhawalagiri","Ten Plus Two Management,Ten Plus Two Humanities",http://edusanjal.com/college/shiva-higher-secondary-school-baglung,Public,,,,,
Kudule Higher Secondary School,HSEB,9851016575,,,"Kudule,         ",Baglung,Dhawalagiri,"Kudule, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/kudule-higher-secondary-school,Public,,,,,
Sharada Higher Secondary School Baglung,HSEB,9851095726,,,"Kisimkot,         ",Baglung,Dhawalagiri,"Kisimkot, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/sharada-higher-secondary-school-baglung,Public,,,,,
Prem Singh Devi Awasiya Higher Secondary School,HSEB,,,,"Shreenagar Tol,         ",Baglung,Dhawalagiri,"Shreenagar Tol, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/prem-singh-devi-awasiya-higher-school,Public,,,,,
Narayani Higher Secondary School Baglung,HSEB,068-690177,,,"Tangram,         ",Baglung,Dhawalagiri,"Tangram, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/narayani-higher-secondary-school-baglung,Public,,,,,
Shree Mahendra Higher Secondary School,HSEB,9857621866,,,"Narethanti,         ",Baglung,Dhawalagiri,"Narethanti, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/shree-mahendra-higher-secondary-school,Public,,,,,
Prabha Higher Secondary School,HSEB,993681124,,,"Boharagaun,         ",Baglung,Dhawalagiri,"Boharagaun, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/prabha-higher-secondary-school,Public,,,,,
Nepal Higher Secondary School Baglung,HSEB,9746701817,,,"Tara Galkot,         ",Baglung,Dhawalagiri,"Tara Galkot, Baglung  Baglung   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/nepal-higher-secondary-school-baglung,Public,,,,,
Shivalaya Higher Secondary School,HSEB,9756700158,,,"Adhikarichaur,         ",Baglung,Dhawalagiri,"Adhikarichaur, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/shivalaya-higher-secondary-school,Public,,,,,
Laxmi Higher Secondary School Baglung,HSEB,068-690325,,,"Shyankatera Dhamja,         ",Baglung,Dhawalagiri,"Shyankatera Dhamja, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/laxmi-higher-secondary-school-baglung,Public,,,,,
Banaspati Higher Secondary School,HSEB,9756700283,,,"Jaljala,         ",Baglung,Dhawalagiri,"Jaljala, Baglung  Baglung   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/banaspati-higher-secondary-school,Public,,,,,
Sarbodaya Janak Higher Secondary School,HSEB,068-690159,,,"Binamare,         ",Baglung,Dhawalagiri,"Binamare, Baglung  Baglung   Dhawalagiri","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/sarbodaya-janak-higher-secondary-school,Public,,,,,
Bhimgithe Higher Secondary School,HSEB,9756700052,,,"Bhimgithe,         ",Baglung,Dhawalagiri,"Bhimgithe, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/bhimgithe-higher-secondary-school,Public,,,,,
Janprem Higher Secondary School,HSEB,993680061,,,"Bhuskat,         ",Baglung,Dhawalagiri,"Bhuskat, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/janprem-higher-secondary-school,Public,,,,,
Janakalyan Higher Secondary School Baglung,HSEB,9857620811,,,"Bhimapokhara,         ",Baglung,Dhawalagiri,"Bhimapokhara, Baglung  Baglung   Dhawalagiri","Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/janakalyan-higher-secondary-school-baglung,Public,,,,,
Janta Higher Secondary School Baglung,HSEB,068-690358,,,"Payaunthanihap,         ",Baglung,Dhawalagiri,"Payaunthanihap, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/janta-higher-secondary-school-baglung,Public,,,,,
Dhawalagiri Birendra Higher Secondary School,HSEB,068-520150,,,        ,Baglung,Dhawalagiri,Baglung  Baglung   Dhawalagiri,"Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/dhawalagiri-birendra-higher-secondary-school,Public,,,,,
Future Brighter Higher Secondary School,HSEB,068-520742,,,        ,Baglung,Dhawalagiri,Baglung  Baglung   Dhawalagiri,"Ten Plus Two Humanities,Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/future-brighter-higher-secondary-school,Public,,,,,
Janabodh Higher Secondary School,HSEB,9747011804,,,"Ranibas,         ",Gulmi,Lumbini,"Ranibas, Gulmi  Gulmi   Lumbini","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/janabodh-higher-secondary-school,Public,,,,,
Chauraha Higher Secondary School,HSEB,9847635112,,,"Dudilabhati,         ",Baglung,Dhawalagiri,"Dudilabhati, Baglung  Baglung   Dhawalagiri",Ten Plus Two Education,http://edusanjal.com/college/chauraha-higher-secondary-school,Public,,,,,
Saraswati Higher Secondary School Baglung,HSEB,9746700423,,,"Dudilabhati,         ",Baglung,Dhawalagiri,"Dudilabhati, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/saraswati-higher-secondary-school-baglung,Public,,,,,
Pandavkhani Higher Secondary School,HSEB,9847440470,,,"Pandavkhani,         ",Baglung,Dhawalagiri,"Pandavkhani, Baglung  Baglung   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/pandavkhani-higher-secondary-school,Public,,,,,
